25 99
0	1
0	2
0	3
0	4
0	11
0	21
0	22
0	23
0	24
1	2
1	3
1	5
1	16
1	22
1	23
2	3
2	4
2	5
2	10
2	11
2	23
2	24
3	4
3	5
3	6
3	7
3	24
4	5
4	6
4	7
4	8
5	7
5	8
5	9
6	7
6	8
6	10
6	12
7	8
7	9
7	10
7	23
8	9
8	10
8	11
8	12
9	10
9	11
9	13
9	20
10	11
10	12
10	13
10	14
11	12
11	14
11	15
11	24
12	13
12	14
12	15
12	16
13	14
13	15
13	16
13	18
14	15
14	16
14	17
14	18
15	16
15	17
15	18
15	19
16	17
16	18
16	19
17	18
17	19
17	20
17	21
18	19
18	20
18	21
18	22
19	20
19	21
19	22
19	23
20	21
20	22
20	23
20	24
21	22
21	23
21	24
22	23
22	24
23	24
