1000 5000
0	40
0	133
0	189
0	195
0	330
0	334
0	344
0	375
0	387
0	479
0	658
0	814
0	891
0	922
1	48
1	126
1	129
1	139
1	187
1	318
1	337
1	357
1	409
1	604
1	680
1	739
1	759
1	888
1	921
1	994
2	20
2	87
2	199
2	297
2	327
2	362
2	367
2	454
2	491
2	656
2	705
3	500
3	512
3	519
3	609
3	772
3	775
3	840
3	881
3	938
3	993
4	128
4	325
4	448
4	587
4	602
4	936
5	108
5	156
5	407
5	661
5	699
5	731
6	134
6	147
6	199
6	214
6	247
6	279
6	358
6	412
6	592
6	635
6	682
6	714
6	866
6	940
6	970
7	225
7	674
7	681
7	912
8	237
8	630
8	735
8	801
9	61
9	180
9	227
9	347
9	366
9	556
9	847
9	860
9	961
9	972
10	18
10	109
10	120
10	132
10	307
10	472
10	505
10	528
10	662
10	738
10	820
11	43
11	111
11	154
11	178
11	259
11	323
11	334
11	348
11	388
11	791
11	921
12	268
12	273
12	454
12	515
12	777
12	786
12	898
13	146
13	185
13	279
13	375
13	382
13	446
13	638
13	675
13	805
14	75
14	130
14	275
14	621
14	905
14	907
15	51
15	82
15	148
15	170
15	444
15	514
15	723
15	836
15	971
16	122
16	266
16	294
16	605
16	613
16	725
16	744
16	857
17	73
17	171
17	433
17	607
17	701
17	844
17	914
18	329
18	346
18	390
18	659
18	699
18	874
18	967
19	23
19	93
19	111
19	277
19	297
19	306
19	474
19	564
19	637
19	792
19	846
19	870
19	872
19	918
20	150
20	154
20	267
20	712
21	95
21	258
21	294
21	344
21	352
21	372
21	420
21	433
21	466
21	504
21	765
21	957
21	979
22	105
22	110
22	216
22	277
22	386
22	400
22	474
22	486
22	689
22	791
22	889
22	967
23	122
23	258
23	300
23	328
23	447
23	459
23	490
23	629
23	738
23	842
23	847
23	875
23	935
23	945
24	120
24	188
24	192
24	256
24	278
24	292
24	513
24	525
24	589
24	597
24	803
24	864
24	869
24	903
25	59
25	271
25	273
25	360
25	657
25	686
25	763
26	90
26	146
26	233
26	275
26	462
26	489
26	645
26	689
27	64
27	369
27	389
27	445
27	525
27	939
28	155
28	172
28	191
28	280
28	414
28	436
28	834
29	356
29	524
29	674
29	718
29	756
29	758
29	912
29	943
29	949
30	46
30	218
30	219
30	327
30	356
30	440
30	463
30	517
30	692
30	937
30	988
31	201
31	231
31	245
31	271
31	310
31	683
32	179
32	195
32	259
32	494
32	498
32	735
32	921
32	963
33	179
33	335
33	409
33	479
33	654
33	681
33	697
33	701
33	796
33	808
33	825
33	859
33	876
34	62
34	186
34	204
34	209
34	258
34	278
34	349
34	440
34	500
34	521
34	777
34	798
35	62
35	160
35	165
35	196
35	404
35	524
35	744
35	804
35	840
36	154
36	304
36	313
36	352
36	357
36	409
36	508
36	589
36	597
36	604
36	637
36	742
36	770
36	817
36	821
36	827
36	899
36	971
37	146
37	373
37	595
37	707
37	961
38	44
38	104
38	241
38	399
38	506
38	550
38	636
38	656
38	721
38	903
39	96
39	121
39	405
39	447
39	565
39	644
39	702
39	751
40	99
40	242
40	247
40	376
40	508
40	527
40	695
40	835
40	854
40	856
40	965
41	54
41	170
41	250
41	668
41	772
41	907
41	936
41	996
42	367
42	646
42	872
42	993
43	51
43	102
43	118
43	152
43	468
43	470
43	488
43	492
43	853
43	886
44	69
44	141
44	324
44	444
44	520
44	557
44	607
44	688
44	707
44	734
44	749
44	917
44	947
45	387
45	592
45	673
45	698
45	744
45	880
46	221
46	236
46	244
46	308
46	438
46	657
46	674
46	680
46	736
46	876
46	925
46	953
47	97
47	138
47	299
47	350
47	451
47	493
47	669
47	697
48	135
48	464
48	647
48	711
49	63
49	173
49	190
49	373
49	413
49	595
49	779
49	829
49	840
49	903
49	932
49	978
49	982
49	986
50	75
50	402
50	412
50	593
50	618
50	676
50	852
50	912
51	86
51	243
51	354
51	365
51	455
51	621
51	728
51	731
51	812
52	148
52	203
52	277
52	282
52	319
52	332
52	348
52	352
52	421
52	601
52	602
52	625
52	823
53	249
53	259
53	351
53	399
53	461
53	602
53	634
53	751
53	832
53	835
53	912
53	988
54	98
54	165
54	260
54	283
54	407
54	415
54	420
54	506
54	543
54	550
54	759
54	810
54	813
54	889
55	200
55	253
55	336
55	387
55	389
55	447
55	481
55	659
55	662
55	691
55	826
55	853
55	859
56	188
56	241
56	251
56	296
56	316
56	369
56	428
56	635
56	650
56	683
56	703
56	882
56	990
57	83
57	230
57	362
57	420
57	479
57	661
57	676
57	732
57	792
57	967
58	61
58	321
58	572
58	694
58	828
58	960
59	134
59	240
59	257
59	534
59	753
59	808
59	823
59	862
60	163
60	301
60	326
60	422
60	441
60	546
60	610
60	696
60	719
60	779
60	870
60	888
60	967
61	241
61	247
61	310
61	427
61	586
61	688
61	712
61	814
61	849
61	922
62	99
62	100
62	180
62	309
62	415
62	622
62	659
62	682
62	699
62	805
62	854
62	948
63	301
63	373
63	384
63	389
63	393
63	395
63	532
63	841
63	921
64	390
64	437
64	468
64	583
64	742
64	743
64	973
65	152
65	357
65	494
65	520
65	753
65	921
66	111
66	126
66	164
66	242
66	276
66	400
66	518
66	599
66	617
66	619
66	698
66	848
66	984
67	164
67	400
67	448
67	467
67	501
67	546
67	558
67	661
67	689
67	692
67	796
67	846
67	875
68	88
68	244
68	548
68	569
68	575
68	587
68	811
69	117
69	149
69	203
69	205
69	308
69	327
69	336
69	493
69	729
69	815
69	913
70	100
70	105
70	285
70	347
70	451
70	937
70	945
71	157
71	347
71	434
71	445
71	487
71	619
71	845
71	861
71	974
72	114
72	195
72	202
72	205
72	207
72	261
72	303
72	317
72	426
72	626
72	719
72	902
73	221
73	309
73	347
73	448
73	464
73	482
73	556
73	560
73	595
73	609
73	664
73	755
73	943
74	94
74	153
74	325
74	491
74	519
74	547
74	694
74	889
74	956
75	239
75	364
75	383
75	400
75	444
75	457
75	462
75	837
76	158
76	205
76	302
76	326
76	509
76	521
76	631
76	633
76	654
76	663
76	731
76	803
76	865
76	900
77	88
77	166
77	224
77	231
77	335
77	403
77	419
77	451
77	486
77	699
77	727
77	765
77	776
77	831
77	866
77	883
78	326
78	504
78	536
78	661
78	826
79	189
79	292
79	366
80	137
